,ID_MUNICIP,GRUPO_IDADE,CASOS,VAC,N_VAC,I_VAC,SG_UF_NOT
709,230195,"(0, 4]",1,1.0,0.0,0.0,23
710,230220,"(0, 4]",1,1.0,0.0,0.0,23
711,230260,"(0, 4]",1,0.0,1.0,0.0,23
712,230310,"(0, 4]",1,1.0,0.0,0.0,23
713,230310,"(14, 19]",1,1.0,0.0,0.0,23
714,230310,"(19, 29]",1,1.0,0.0,0.0,23
715,230310,"(29, 39]",2,0.0,2.0,0.0,23
716,230310,"(39, 49]",1,0.0,1.0,0.0,23
717,230370,"(0, 4]",42,3.0,37.0,2.0,23
718,230370,"(14, 19]",5,2.0,3.0,0.0,23
719,230370,"(19, 29]",19,4.0,11.0,4.0,23
720,230370,"(29, 39]",5,0.0,3.0,2.0,23
721,230370,"(39, 49]",2,0.0,0.0,2.0,23
722,230370,"(4, 9]",8,1.0,3.0,4.0,23
723,230370,"(49, 59]",3,0.0,2.0,1.0,23
724,230370,"(9, 14]",4,3.0,0.0,1.0,23
725,230370,nan,1,1.0,0.0,0.0,23
726,230400,"(0, 4]",4,2.0,2.0,0.0,23
727,230400,"(14, 19]",1,0.0,1.0,0.0,23
728,230400,nan,1,0.0,0.0,1.0,23
729,230420,"(39, 49]",1,0.0,0.0,1.0,23
730,230428,"(0, 4]",1,0.0,1.0,0.0,23
731,230428,"(19, 29]",1,1.0,0.0,0.0,23
732,230428,"(39, 49]",1,0.0,1.0,0.0,23
733,230430,"(0, 4]",1,1.0,0.0,0.0,23
734,230435,"(0, 4]",3,0.0,0.0,3.0,23
735,230435,"(14, 19]",1,0.0,0.0,1.0,23
736,230435,"(19, 29]",7,1.0,2.0,4.0,23
737,230435,"(39, 49]",2,0.0,1.0,1.0,23
738,230435,"(49, 59]",2,0.0,1.0,1.0,23
739,230435,"(9, 14]",2,2.0,0.0,0.0,23
740,230440,"(0, 4]",284,44.0,173.0,67.0,23
741,230440,"(14, 19]",44,16.0,12.0,16.0,23
742,230440,"(19, 29]",83,18.0,33.0,32.0,23
743,230440,"(29, 39]",33,4.0,11.0,18.0,23
744,230440,"(39, 49]",22,4.0,6.0,12.0,23
745,230440,"(4, 9]",16,3.0,5.0,8.0,23
746,230440,"(49, 59]",10,0.0,6.0,4.0,23
747,230440,"(59, 69]",1,1.0,0.0,0.0,23
748,230440,"(9, 14]",36,17.0,4.0,15.0,23
749,230440,nan,7,0.0,4.0,3.0,23
750,230450,"(29, 39]",1,0.0,1.0,0.0,23
751,230470,"(19, 29]",1,1.0,0.0,0.0,23
752,230495,"(19, 29]",1,0.0,1.0,0.0,23
753,230523,"(0, 4]",1,0.0,1.0,0.0,23
754,230540,"(29, 39]",1,0.0,1.0,0.0,23
755,230625,"(0, 4]",1,1.0,0.0,0.0,23
756,230625,"(19, 29]",2,2.0,0.0,0.0,23
757,230640,"(0, 4]",1,0.0,1.0,0.0,23
758,230690,"(0, 4]",2,1.0,1.0,0.0,23
759,230750,"(0, 4]",2,2.0,0.0,0.0,23
760,230765,"(0, 4]",6,2.0,4.0,0.0,23
761,230765,"(14, 19]",1,0.0,1.0,0.0,23
762,230765,"(19, 29]",2,0.0,2.0,0.0,23
763,230765,"(29, 39]",2,0.0,2.0,0.0,23
764,230765,"(9, 14]",2,2.0,0.0,0.0,23
765,230770,"(0, 4]",3,1.0,2.0,0.0,23
766,230770,"(14, 19]",1,1.0,0.0,0.0,23
767,230770,"(19, 29]",1,0.0,1.0,0.0,23
768,230770,"(9, 14]",3,3.0,0.0,0.0,23
769,230790,"(14, 19]",3,2.0,1.0,0.0,23
770,230790,"(29, 39]",1,0.0,1.0,0.0,23
771,230790,"(49, 59]",1,1.0,0.0,0.0,23
772,230800,"(0, 4]",18,8.0,9.0,1.0,23
773,230800,"(14, 19]",35,8.0,21.0,6.0,23
774,230800,"(19, 29]",34,5.0,22.0,7.0,23
775,230800,"(29, 39]",14,5.0,7.0,2.0,23
776,230800,"(39, 49]",6,1.0,5.0,0.0,23
777,230800,"(4, 9]",5,1.0,1.0,3.0,23
778,230800,"(49, 59]",1,0.0,1.0,0.0,23
779,230800,"(9, 14]",17,7.0,5.0,5.0,23
780,230800,nan,1,0.0,1.0,0.0,23
781,230820,"(0, 4]",1,1.0,0.0,0.0,23
782,230820,"(29, 39]",1,0.0,1.0,0.0,23
783,230820,"(4, 9]",1,1.0,0.0,0.0,23
784,230820,"(9, 14]",2,1.0,1.0,0.0,23
785,230880,"(4, 9]",1,0.0,1.0,0.0,23
786,230900,"(0, 4]",2,0.0,2.0,0.0,23
787,230960,"(0, 4]",1,0.0,1.0,0.0,23
788,231020,"(0, 4]",2,1.0,1.0,0.0,23
789,231020,"(19, 29]",2,1.0,1.0,0.0,23
790,231020,"(29, 39]",1,0.0,1.0,0.0,23
791,231070,"(0, 4]",1,0.0,1.0,0.0,23
792,231085,"(19, 29]",1,0.0,0.0,1.0,23
793,231170,"(0, 4]",1,1.0,0.0,0.0,23
794,231200,"(0, 4]",1,1.0,0.0,0.0,23
795,231200,"(14, 19]",1,0.0,1.0,0.0,23
796,231200,"(19, 29]",1,1.0,0.0,0.0,23
797,231200,"(29, 39]",1,0.0,1.0,0.0,23
798,231200,"(39, 49]",1,0.0,0.0,1.0,23
799,231280,"(0, 4]",1,0.0,1.0,0.0,23
800,231280,"(19, 29]",1,0.0,1.0,0.0,23
801,231280,"(29, 39]",1,1.0,0.0,0.0,23
802,231280,"(39, 49]",1,1.0,0.0,0.0,23
803,231290,"(0, 4]",34,12.0,11.0,11.0,23
804,231290,"(14, 19]",12,3.0,4.0,5.0,23
805,231290,"(19, 29]",17,1.0,7.0,9.0,23
806,231290,"(29, 39]",4,0.0,1.0,3.0,23
807,231290,"(39, 49]",4,0.0,2.0,2.0,23
808,231290,"(4, 9]",3,2.0,0.0,1.0,23
809,231290,"(49, 59]",5,0.0,3.0,2.0,23
810,231290,"(9, 14]",12,2.0,2.0,8.0,23
811,231350,"(0, 4]",2,1.0,0.0,1.0,23
812,231350,"(14, 19]",2,1.0,0.0,1.0,23
813,231350,"(29, 39]",1,0.0,0.0,1.0,23
814,231350,"(49, 59]",2,0.0,0.0,2.0,23
815,231355,"(0, 4]",2,2.0,0.0,0.0,23
816,231355,"(9, 14]",1,1.0,0.0,0.0,23
817,231380,"(0, 4]",13,4.0,7.0,2.0,23
818,231380,"(14, 19]",10,2.0,5.0,3.0,23
819,231380,"(19, 29]",16,1.0,9.0,6.0,23
820,231380,"(29, 39]",8,0.0,6.0,2.0,23
821,231380,"(39, 49]",1,0.0,0.0,1.0,23
822,231380,"(4, 9]",2,2.0,0.0,0.0,23
823,231380,"(9, 14]",9,1.0,2.0,6.0,23
824,231390,"(14, 19]",1,1.0,0.0,0.0,23
825,231395,"(0, 4]",1,1.0,0.0,0.0,23
826,240325,"(19, 29]",1,1.0,0.0,0.0,24
827,240710,"(4, 9]",1,1.0,0.0,0.0,24
828,240810,"(0, 4]",3,2.0,0.0,1.0,24
829,240810,"(19, 29]",1,1.0,0.0,0.0,24
830,240810,"(29, 39]",2,2.0,0.0,0.0,24
831,240810,"(49, 59]",1,0.0,1.0,0.0,24
832,240940,"(29, 39]",1,0.0,0.0,1.0,24
833,241445,"(0, 4]",1,0.0,1.0,0.0,24
834,241445,"(9, 14]",1,0.0,0.0,1.0,24
835,250150,"(29, 39]",1,1.0,0.0,0.0,25
836,250170,"(0, 4]",1,1.0,0.0,0.0,25
837,250170,"(39, 49]",2,0.0,1.0,1.0,25
838,250180,"(0, 4]",2,2.0,0.0,0.0,25
839,250180,"(29, 39]",1,0.0,1.0,0.0,25
840,250180,"(4, 9]",2,2.0,0.0,0.0,25
841,250250,"(4, 9]",1,1.0,0.0,0.0,25
842,250300,"(14, 19]",1,0.0,1.0,0.0,25
843,250300,"(9, 14]",1,0.0,1.0,0.0,25
844,250320,"(14, 19]",1,1.0,0.0,0.0,25
845,250320,"(19, 29]",1,0.0,1.0,0.0,25
846,250400,"(0, 4]",4,1.0,3.0,0.0,25
847,250400,"(4, 9]",2,1.0,1.0,0.0,25
848,250460,"(0, 4]",1,0.0,1.0,0.0,25
849,250570,"(0, 4]",1,1.0,0.0,0.0,25
850,250580,"(0, 4]",1,1.0,0.0,0.0,25
851,250600,"(0, 4]",1,0.0,1.0,0.0,25
852,250630,"(0, 4]",1,0.0,1.0,0.0,25
853,250690,"(29, 39]",1,0.0,0.0,1.0,25
854,250750,"(0, 4]",37,11.0,26.0,0.0,25
855,250750,"(14, 19]",10,4.0,4.0,2.0,25
856,250750,"(19, 29]",12,5.0,7.0,0.0,25
857,250750,"(29, 39]",11,2.0,8.0,1.0,25
858,250750,"(39, 49]",4,0.0,4.0,0.0,25
859,250750,"(4, 9]",7,4.0,1.0,2.0,25
860,250750,"(49, 59]",1,0.0,1.0,0.0,25
861,250750,"(9, 14]",5,5.0,0.0,0.0,25
862,250870,"(0, 4]",1,1.0,0.0,0.0,25
863,250890,"(4, 9]",1,1.0,0.0,0.0,25
864,251080,"(0, 4]",1,0.0,1.0,0.0,25
865,251140,"(0, 4]",1,1.0,0.0,0.0,25
866,251315,"(19, 29]",2,0.0,0.0,2.0,25
867,251370,"(0, 4]",1,1.0,0.0,0.0,25
868,251370,"(19, 29]",1,1.0,0.0,0.0,25
869,251370,"(9, 14]",1,1.0,0.0,0.0,25
870,251530,"(19, 29]",1,1.0,0.0,0.0,25
871,251600,"(39, 49]",1,0.0,1.0,0.0,25
872,251620,"(0, 4]",4,1.0,3.0,0.0,25
873,251620,"(14, 19]",1,1.0,0.0,0.0,25
874,251620,"(19, 29]",2,0.0,1.0,1.0,25
875,251620,"(4, 9]",2,1.0,1.0,0.0,25
876,251620,"(9, 14]",2,1.0,1.0,0.0,25
877,251630,"(19, 29]",1,0.0,1.0,0.0,25
878,260005,"(0, 4]",6,0.0,6.0,0.0,26
879,260005,"(14, 19]",1,0.0,0.0,1.0,26
880,260005,"(4, 9]",1,0.0,1.0,0.0,26
881,260010,"(4, 9]",1,0.0,1.0,0.0,26
882,260050,"(0, 4]",2,0.0,2.0,0.0,26
883,260120,"(0, 4]",1,1.0,0.0,0.0,26
884,260120,"(19, 29]",1,1.0,0.0,0.0,26
885,260120,"(39, 49]",1,0.0,1.0,0.0,26
886,260170,"(4, 9]",1,0.0,0.0,1.0,26
887,260190,"(0, 4]",1,1.0,0.0,0.0,26
888,260190,"(14, 19]",1,1.0,0.0,0.0,26
889,260230,"(0, 4]",1,1.0,0.0,0.0,26
890,260260,"(0, 4]",2,0.0,2.0,0.0,26
891,260260,"(14, 19]",3,1.0,2.0,0.0,26
892,260260,"(19, 29]",1,0.0,0.0,1.0,26
893,260260,"(4, 9]",2,0.0,1.0,1.0,26
894,260260,"(49, 59]",1,0.0,0.0,1.0,26
895,260260,"(9, 14]",1,0.0,0.0,1.0,26
896,260290,"(0, 4]",26,6.0,19.0,1.0,26
897,260290,"(4, 9]",3,0.0,1.0,2.0,26
898,260290,"(9, 14]",1,0.0,1.0,0.0,26
899,260300,"(0, 4]",1,1.0,0.0,0.0,26
900,260340,"(0, 4]",1,1.0,0.0,0.0,26
901,260345,"(0, 4]",5,4.0,0.0,1.0,26
902,260380,"(29, 39]",1,0.0,0.0,1.0,26
903,260380,"(4, 9]",2,2.0,0.0,0.0,26
904,260400,"(0, 4]",1,0.0,0.0,1.0,26
905,260400,"(14, 19]",1,0.0,1.0,0.0,26
906,260400,"(19, 29]",1,0.0,1.0,0.0,26
907,260400,"(9, 14]",1,1.0,0.0,0.0,26
908,260410,"(0, 4]",9,2.0,6.0,1.0,26
909,260410,"(14, 19]",4,2.0,0.0,2.0,26
910,260410,"(19, 29]",12,3.0,6.0,3.0,26
911,260410,"(29, 39]",2,0.0,2.0,0.0,26
912,260410,"(9, 14]",1,0.0,0.0,1.0,26
913,260450,"(0, 4]",1,0.0,1.0,0.0,26
914,260460,"(0, 4]",3,1.0,2.0,0.0,26
915,260500,"(19, 29]",1,0.0,1.0,0.0,26
916,260500,"(9, 14]",1,1.0,0.0,0.0,26
917,260510,"(0, 4]",4,1.0,3.0,0.0,26
918,260520,"(0, 4]",6,0.0,6.0,0.0,26
919,260580,"(19, 29]",1,0.0,0.0,1.0,26
920,260590,"(0, 4]",1,0.0,1.0,0.0,26
921,260610,"(0, 4]",1,0.0,1.0,0.0,26
922,260610,"(19, 29]",1,1.0,0.0,0.0,26
923,260620,"(0, 4]",12,2.0,8.0,2.0,26
924,260620,"(14, 19]",1,0.0,1.0,0.0,26
925,260620,"(19, 29]",10,1.0,8.0,1.0,26
926,260620,"(29, 39]",4,1.0,3.0,0.0,26
927,260620,"(9, 14]",2,1.0,1.0,0.0,26
928,260640,"(19, 29]",1,0.0,0.0,1.0,26
929,260640,"(29, 39]",1,0.0,0.0,1.0,26
930,260660,"(0, 4]",7,7.0,0.0,0.0,26
931,260680,"(0, 4]",2,0.0,1.0,1.0,26
932,260680,"(29, 39]",3,0.0,2.0,1.0,26
933,260680,"(39, 49]",1,0.0,0.0,1.0,26
934,260720,"(0, 4]",4,1.0,3.0,0.0,26
935,260750,"(19, 29]",1,1.0,0.0,0.0,26
936,260790,"(0, 4]",7,2.0,5.0,0.0,26
937,260790,"(14, 19]",1,0.0,0.0,1.0,26
938,260790,"(19, 29]",6,2.0,0.0,4.0,26
939,260790,"(29, 39]",2,0.0,2.0,0.0,26
940,260790,"(39, 49]",1,0.0,1.0,0.0,26
941,260790,"(4, 9]",2,1.0,1.0,0.0,26
942,260790,"(9, 14]",1,0.0,0.0,1.0,26
943,260800,"(19, 29]",1,1.0,0.0,0.0,26
944,260800,"(49, 59]",1,0.0,0.0,1.0,26
945,260845,"(0, 4]",2,0.0,2.0,0.0,26
946,260845,"(14, 19]",1,1.0,0.0,0.0,26
947,260845,"(19, 29]",1,0.0,0.0,1.0,26
948,260845,"(9, 14]",1,0.0,0.0,1.0,26
949,260850,"(9, 14]",1,1.0,0.0,0.0,26
950,260880,"(0, 4]",9,3.0,6.0,0.0,26
951,260890,"(0, 4]",2,1.0,1.0,0.0,26
952,260890,"(19, 29]",1,0.0,0.0,1.0,26
953,260950,"(19, 29]",1,0.0,1.0,0.0,26
954,260960,"(0, 4]",9,4.0,5.0,0.0,26
955,260960,"(14, 19]",1,1.0,0.0,0.0,26
956,260960,"(39, 49]",1,0.0,1.0,0.0,26
957,260960,"(9, 14]",1,1.0,0.0,0.0,26
958,260990,"(0, 4]",1,1.0,0.0,0.0,26
959,261000,"(0, 4]",1,1.0,0.0,0.0,26
960,261070,"(0, 4]",9,4.0,5.0,0.0,26
961,261070,"(14, 19]",1,1.0,0.0,0.0,26
962,261070,"(19, 29]",3,0.0,0.0,3.0,26
963,261070,"(29, 39]",1,1.0,0.0,0.0,26
964,261070,"(39, 49]",3,0.0,3.0,0.0,26
965,261070,"(9, 14]",1,1.0,0.0,0.0,26
966,261090,"(0, 4]",2,2.0,0.0,0.0,26
967,261090,"(19, 29]",1,0.0,0.0,1.0,26
968,261110,"(0, 4]",2,2.0,0.0,0.0,26
969,261110,"(29, 39]",1,0.0,1.0,0.0,26
970,261160,"(0, 4]",137,40.0,83.0,14.0,26
971,261160,"(14, 19]",16,8.0,5.0,3.0,26
972,261160,"(19, 29]",29,11.0,11.0,7.0,26
973,261160,"(29, 39]",8,0.0,6.0,2.0,26
974,261160,"(39, 49]",7,0.0,5.0,2.0,26
975,261160,"(4, 9]",5,4.0,1.0,0.0,26
976,261160,"(49, 59]",3,0.0,2.0,1.0,26
977,261160,"(9, 14]",5,4.0,1.0,0.0,26
978,261160,nan,3,2.0,1.0,0.0,26
979,261170,"(0, 4]",2,1.0,1.0,0.0,26
980,261250,"(0, 4]",20,5.0,15.0,0.0,26
981,261250,"(14, 19]",14,3.0,10.0,1.0,26
982,261250,"(19, 29]",13,1.0,12.0,0.0,26
983,261250,"(29, 39]",6,0.0,5.0,1.0,26
984,261250,"(39, 49]",3,0.0,2.0,1.0,26
985,261250,"(4, 9]",3,0.0,2.0,1.0,26
986,261250,"(49, 59]",1,0.0,1.0,0.0,26
987,261250,"(9, 14]",6,2.0,1.0,3.0,26
988,261270,"(19, 29]",1,1.0,0.0,0.0,26
989,261270,"(29, 39]",1,0.0,1.0,0.0,26
990,261300,"(19, 29]",1,1.0,0.0,0.0,26
991,261310,"(0, 4]",1,1.0,0.0,0.0,26
992,261370,"(0, 4]",1,0.0,1.0,0.0,26
993,261410,"(0, 4]",1,0.0,1.0,0.0,26
994,261410,"(29, 39]",2,0.0,1.0,1.0,26
995,261420,"(0, 4]",1,1.0,0.0,0.0,26
996,261420,"(39, 49]",1,0.0,1.0,0.0,26
997,261450,"(0, 4]",1,1.0,0.0,0.0,26
998,261450,"(19, 29]",1,1.0,0.0,0.0,26
999,261470,"(29, 39]",1,0.0,0.0,1.0,26
1000,261500,"(0, 4]",15,4.0,11.0,0.0,26
1001,261500,"(14, 19]",9,3.0,5.0,1.0,26
1002,261500,"(19, 29]",6,1.0,2.0,3.0,26
1003,261500,"(29, 39]",4,0.0,2.0,2.0,26
1004,261500,"(49, 59]",2,0.0,2.0,0.0,26
1005,261500,"(59, 69]",1,0.0,0.0,1.0,26
1006,261500,"(9, 14]",1,0.0,0.0,1.0,26
1007,261520,"(14, 19]",1,1.0,0.0,0.0,26
1008,261530,"(4, 9]",1,1.0,0.0,0.0,26
1009,261540,"(0, 4]",6,1.0,0.0,5.0,26
1010,261540,"(14, 19]",6,1.0,1.0,4.0,26
1011,261540,"(19, 29]",5,0.0,1.0,4.0,26
1012,261540,"(29, 39]",1,0.0,0.0,1.0,26
1013,261540,"(39, 49]",1,0.0,0.0,1.0,26
1014,261540,"(4, 9]",3,1.0,0.0,2.0,26
1015,261540,"(49, 59]",1,0.0,0.0,1.0,26
1016,261540,"(9, 14]",2,0.0,0.0,2.0,26
1017,261550,"(0, 4]",1,1.0,0.0,0.0,26
1018,261620,"(0, 4]",5,3.0,2.0,0.0,26
1019,261620,"(14, 19]",3,1.0,0.0,2.0,26
1020,261620,"(19, 29]",5,3.0,2.0,0.0,26
1021,261620,"(29, 39]",1,0.0,0.0,1.0,26
1022,261620,"(39, 49]",1,1.0,0.0,0.0,26
1023,261640,"(0, 4]",12,2.0,10.0,0.0,26
1024,261640,"(19, 29]",1,0.0,0.0,1.0,26
1025,261640,"(4, 9]",1,1.0,0.0,0.0,26
1026,270030,"(0, 4]",2,0.0,2.0,0.0,27
1027,270170,"(0, 4]",10,8.0,2.0,0.0,27
1028,270180,"(0, 4]",1,1.0,0.0,0.0,27
1029,270430,"(0, 4]",7,5.0,0.0,2.0,27
1030,270430,"(14, 19]",3,1.0,0.0,2.0,27
1031,270430,"(19, 29]",4,3.0,0.0,1.0,27
1032,270430,"(29, 39]",3,0.0,1.0,2.0,27
1033,270430,"(4, 9]",1,1.0,0.0,0.0,27
1034,270430,"(49, 59]",1,1.0,0.0,0.0,27
1035,270440,"(0, 4]",1,1.0,0.0,0.0,27
1036,270450,"(0, 4]",1,0.0,1.0,0.0,27
1037,270500,"(0, 4]",1,0.0,1.0,0.0,27
1038,270500,"(14, 19]",2,2.0,0.0,0.0,27
1039,270500,"(19, 29]",3,1.0,2.0,0.0,27
1040,270500,nan,1,0.0,1.0,0.0,27
1041,270630,"(39, 49]",1,0.0,0.0,1.0,27
1042,270640,"(29, 39]",1,0.0,1.0,0.0,27
1043,270710,"(9, 14]",1,1.0,0.0,0.0,27
1044,270800,"(0, 4]",2,1.0,0.0,1.0,27
1045,270800,"(19, 29]",3,0.0,0.0,3.0,27
1046,270800,nan,1,1.0,0.0,0.0,27
1047,270840,"(0, 4]",1,0.0,1.0,0.0,27
1048,280030,"(0, 4]",1,0.0,1.0,0.0,28
1049,280030,"(14, 19]",2,1.0,1.0,0.0,28
1050,280030,"(19, 29]",2,2.0,0.0,0.0,28
1051,280210,"(0, 4]",1,1.0,0.0,0.0,28
1052,280210,"(39, 49]",1,0.0,0.0,1.0,28
1053,280580,"(19, 29]",1,1.0,0.0,0.0,28
1054,280710,"(14, 19]",1,0.0,1.0,0.0,28
1055,280710,"(19, 29]",4,1.0,3.0,0.0,28
1056,280710,"(49, 59]",2,0.0,1.0,1.0,28
1057,290080,"(0, 4]",1,0.0,0.0,1.0,29
1058,290135,"(19, 29]",1,0.0,1.0,0.0,29
1059,290135,"(49, 59]",1,0.0,1.0,0.0,29
1060,290210,"(0, 4]",1,1.0,0.0,0.0,29
1061,290350,"(0, 4]",1,0.0,1.0,0.0,29
1062,290360,"(19, 29]",1,0.0,0.0,1.0,29
1063,290520,"(14, 19]",1,0.0,0.0,1.0,29
1064,290520,"(19, 29]",1,0.0,0.0,1.0,29
1065,290540,"(0, 4]",1,1.0,0.0,0.0,29
1066,290540,"(29, 39]",1,0.0,0.0,1.0,29
1067,290560,"(0, 4]",2,0.0,2.0,0.0,29
1068,290570,"(0, 4]",1,0.0,1.0,0.0,29
1069,290650,"(4, 9]",2,2.0,0.0,0.0,29
1070,290820,"(14, 19]",2,2.0,0.0,0.0,29
1071,290840,"(14, 19]",2,1.0,0.0,1.0,29
1072,291080,"(0, 4]",1,0.0,1.0,0.0,29
1073,291080,"(14, 19]",8,5.0,0.0,3.0,29
1074,291080,"(19, 29]",3,1.0,0.0,2.0,29
1075,291080,"(29, 39]",1,0.0,1.0,0.0,29
1076,291080,"(39, 49]",1,0.0,0.0,1.0,29
1077,291080,"(9, 14]",1,1.0,0.0,0.0,29
1078,291120,"(0, 4]",2,1.0,1.0,0.0,29
1079,291120,"(19, 29]",3,1.0,2.0,0.0,29
1080,291185,"(0, 4]",1,1.0,0.0,0.0,29
1081,291360,"(19, 29]",3,3.0,0.0,0.0,29
1082,291360,"(29, 39]",1,0.0,0.0,1.0,29
1083,291390,"(14, 19]",1,1.0,0.0,0.0,29
1084,291450,"(19, 29]",1,1.0,0.0,0.0,29
1085,291480,"(0, 4]",2,1.0,0.0,1.0,29
1086,291650,"(0, 4]",1,1.0,0.0,0.0,29
1087,291730,"(0, 4]",1,0.0,1.0,0.0,29
1088,291730,"(14, 19]",2,0.0,2.0,0.0,29
1089,291750,"(4, 9]",1,1.0,0.0,0.0,29
1090,291840,"(9, 14]",1,1.0,0.0,0.0,29
1091,291920,"(29, 39]",1,0.0,0.0,1.0,29
1092,291955,"(29, 39]",1,1.0,0.0,0.0,29
1093,291955,"(49, 59]",1,0.0,1.0,0.0,29
1094,292200,"(9, 14]",1,1.0,0.0,0.0,29
1095,292350,"(29, 39]",1,0.0,1.0,0.0,29
1096,292380,"(39, 49]",1,0.0,1.0,0.0,29
1097,292530,"(0, 4]",2,1.0,1.0,0.0,29
1098,292530,"(14, 19]",1,1.0,0.0,0.0,29
1099,292530,"(19, 29]",1,1.0,0.0,0.0,29
1100,292560,"(0, 4]",1,0.0,1.0,0.0,29
1101,292575,"(0, 4]",1,0.0,1.0,0.0,29
1102,292575,"(14, 19]",1,1.0,0.0,0.0,29
1103,292575,"(19, 29]",2,1.0,0.0,1.0,29
1104,292590,"(0, 4]",2,2.0,0.0,0.0,29
1105,292660,"(0, 4]",2,1.0,1.0,0.0,29
1106,292740,"(0, 4]",6,1.0,2.0,3.0,29
1107,292740,"(14, 19]",2,1.0,0.0,1.0,29
1108,292740,"(19, 29]",4,1.0,1.0,2.0,29
1109,292740,"(29, 39]",1,1.0,0.0,0.0,29
1110,292740,"(9, 14]",1,1.0,0.0,0.0,29
1111,292860,"(0, 4]",1,1.0,0.0,0.0,29
1112,292870,"(49, 59]",1,0.0,1.0,0.0,29
1113,293050,"(19, 29]",1,1.0,0.0,0.0,29
1114,293080,"(19, 29]",1,0.0,1.0,0.0,29
1115,310150,"(14, 19]",1,1.0,0.0,0.0,31
1116,310350,"(0, 4]",2,2.0,0.0,0.0,31
1117,310530,"(19, 29]",1,1.0,0.0,0.0,31
1118,310620,"(0, 4]",31,21.0,9.0,1.0,31
1119,310620,"(14, 19]",4,2.0,1.0,1.0,31
1120,310620,"(19, 29]",17,10.0,5.0,2.0,31
1121,310620,"(29, 39]",8,2.0,1.0,5.0,31
1122,310620,"(39, 49]",2,0.0,2.0,0.0,31
1123,310620,"(4, 9]",3,3.0,0.0,0.0,31
1124,310620,"(49, 59]",4,1.0,3.0,0.0,31
1125,310620,"(9, 14]",3,2.0,1.0,0.0,31
1126,310670,"(0, 4]",3,2.0,1.0,0.0,31
1127,310730,"(19, 29]",1,1.0,0.0,0.0,31
1128,310830,"(9, 14]",1,1.0,0.0,0.0,31
1129,310950,"(0, 4]",1,0.0,1.0,0.0,31
1130,311050,"(19, 29]",1,0.0,1.0,0.0,31
1131,311450,"(19, 29]",1,1.0,0.0,0.0,31
1132,311580,"(0, 4]",1,1.0,0.0,0.0,31
1133,311660,"(39, 49]",2,0.0,0.0,2.0,31
1134,311700,"(0, 4]",1,1.0,0.0,0.0,31
1135,311830,"(19, 29]",1,0.0,0.0,1.0,31
1136,312230,"(29, 39]",1,1.0,0.0,0.0,31
1137,312595,"(0, 4]",1,1.0,0.0,0.0,31
1138,312710,"(0, 4]",1,0.0,1.0,0.0,31
1139,312860,"(0, 4]",1,1.0,0.0,0.0,31
1140,313130,"(0, 4]",1,1.0,0.0,0.0,31
1141,313160,"(0, 4]",1,0.0,1.0,0.0,31
1142,313300,"(19, 29]",1,1.0,0.0,0.0,31
1143,313380,"(19, 29]",1,1.0,0.0,0.0,31
1144,313440,"(4, 9]",1,1.0,0.0,0.0,31
1145,313670,"(0, 4]",2,0.0,2.0,0.0,31
1146,313670,"(14, 19]",4,4.0,0.0,0.0,31
1147,313670,"(29, 39]",1,1.0,0.0,0.0,31
1148,313670,"(39, 49]",2,0.0,2.0,0.0,31
1149,313820,"(0, 4]",1,0.0,1.0,0.0,31
1150,313860,"(0, 4]",1,1.0,0.0,0.0,31
1151,314000,"(0, 4]",1,1.0,0.0,0.0,31
1152,314160,"(39, 49]",1,0.0,1.0,0.0,31
1153,314160,"(49, 59]",2,0.0,2.0,0.0,31
1154,314220,"(19, 29]",1,1.0,0.0,0.0,31
1155,314300,"(0, 4]",1,1.0,0.0,0.0,31
1156,314330,"(19, 29]",1,0.0,1.0,0.0,31
1157,314390,"(0, 4]",1,1.0,0.0,0.0,31
1158,314480,"(0, 4]",8,8.0,0.0,0.0,31
1159,314500,"(4, 9]",1,1.0,0.0,0.0,31
1160,314520,"(0, 4]",2,2.0,0.0,0.0,31
1161,314535,"(0, 4]",1,1.0,0.0,0.0,31
1162,314590,"(0, 4]",1,1.0,0.0,0.0,31
1163,314690,nan,1,1.0,0.0,0.0,31
1164,314760,"(0, 4]",1,1.0,0.0,0.0,31
1165,314760,"(19, 29]",1,1.0,0.0,0.0,31
1166,314790,"(0, 4]",1,1.0,0.0,0.0,31
1167,314910,"(29, 39]",1,1.0,0.0,0.0,31
1168,314930,"(0, 4]",1,1.0,0.0,0.0,31
1169,315170,"(0, 4]",1,0.0,1.0,0.0,31
1170,315170,"(19, 29]",1,1.0,0.0,0.0,31
1171,315180,"(0, 4]",1,1.0,0.0,0.0,31
1172,315180,"(29, 39]",1,1.0,0.0,0.0,31
1173,315250,"(0, 4]",2,0.0,2.0,0.0,31
1174,315250,"(14, 19]",1,1.0,0.0,0.0,31
1175,315250,"(19, 29]",1,1.0,0.0,0.0,31
1176,315250,"(39, 49]",1,0.0,0.0,1.0,31
1177,315250,"(49, 59]",1,1.0,0.0,0.0,31
1178,315460,"(0, 4]",1,1.0,0.0,0.0,31
1179,315460,"(14, 19]",1,1.0,0.0,0.0,31
1180,315480,"(14, 19]",1,1.0,0.0,0.0,31
1181,315580,"(49, 59]",1,0.0,1.0,0.0,31
1182,315600,"(4, 9]",1,1.0,0.0,0.0,31
1183,315727,"(0, 4]",1,1.0,0.0,0.0,31
