,DATA_EPI,CASO
0,2007-09,1
1,2007-44,1
2,2010-30,1
3,2010-40,1
4,2011-31,2
5,2011-33,1
6,2011-34,1
7,2011-36,1
8,2011-37,2
9,2011-38,1
10,2011-39,1
11,2011-40,2
12,2011-41,1
13,2011-42,1
14,2013-11,1
15,2013-13,1
16,2013-20,1
17,2014-03,1
18,2014-05,1
19,2014-06,2
20,2014-12,1
21,2015-08,1
22,2015-32,1
23,2018-24,1
24,2018-28,1
25,2018-35,1
26,2018-41,1
27,2019-02,2
28,2019-04,1
29,2019-05,1
30,2019-06,1
31,2019-07,1
32,2019-08,2
33,2019-09,2
34,2019-10,2
35,2019-11,1
36,2019-12,5
37,2019-13,2
38,2019-14,4
39,2019-15,5
40,2019-16,5
41,2019-17,11
42,2019-18,6
43,2019-19,11
44,2019-20,7
45,2019-21,15
46,2019-22,30
47,2019-23,54
48,2019-24,77
49,2019-25,145
50,2019-26,206
51,2019-27,303
52,2019-28,415
53,2019-29,455
54,2019-30,682
55,2019-31,637
56,2019-32,813
57,2019-33,741
58,2019-34,645
59,2019-35,611
60,2019-36,537
61,2019-37,494
62,2019-38,462
63,2019-39,351
64,2019-40,388
65,2019-41,288
66,2019-42,240
67,2019-43,228
68,2019-44,188
69,2019-45,157
70,2019-46,90
71,2019-47,97
72,2019-48,54
73,2019-49,78
74,2019-50,61
75,2019-51,64
76,2019-52,57
77,2020-01,65
78,2020-02,37
79,2020-03,45
80,2020-04,26
81,2020-05,25
82,2020-06,21
83,2020-07,27
84,2020-08,24
85,2020-09,10
86,2020-10,32
87,2020-11,17
88,2020-12,5
89,2020-13,8
90,2020-14,6
91,2020-15,2
92,2020-16,1
93,2020-17,1
94,2020-18,4
95,2020-19,4
96,2020-20,3
97,2020-21,4
98,2020-22,2
99,2020-23,2
100,2020-24,1
101,2020-25,1
102,2020-26,3
103,2020-28,3
104,2020-29,5
105,2020-30,4
106,2020-31,2
107,2020-32,3
108,2020-33,3
109,2020-34,2
110,2020-35,1
111,2020-36,4
112,2020-39,1
113,2020-40,4
114,2020-42,2
115,2020-43,4
116,2020-44,1
117,2020-46,2
118,2020-48,1
119,2020-49,2
120,2020-53,2
121,2021-01,1
122,2021-33,1
123,2021-34,1
124,2021-45,1
125,2021-50,1
126,2022-01,1
127,2022-13,2
128,2022-18,1
129,2022-21,1
