,DATA_EPI,CASO
0,2007-03,1
1,2007-09,1
2,2007-33,1
3,2007-35,1
4,2007-40,1
5,2007-44,1
6,2007-45,1
7,2007-49,2
8,2008-44,1
9,2009-38,1
10,2010-30,2
11,2010-40,1
12,2010-43,1
13,2011-04,1
14,2011-18,2
15,2011-20,1
16,2011-30,1
17,2011-31,3
18,2011-32,1
19,2011-33,1
20,2011-34,5
21,2011-35,1
22,2011-36,1
23,2011-37,4
24,2011-38,1
25,2011-39,1
26,2011-40,2
27,2011-41,1
28,2011-42,1
29,2011-47,1
30,2011-51,1
31,2012-52,1
32,2013-02,2
33,2013-11,1
34,2013-13,1
35,2013-20,1
36,2014-03,1
37,2014-05,2
38,2014-06,2
39,2014-07,1
40,2014-12,1
41,2014-32,1
42,2015-08,1
43,2015-32,1
44,2018-15,1
45,2018-27,1
46,2018-28,1
47,2018-29,1
48,2018-30,1
49,2018-35,1
50,2018-41,1
51,2018-48,1
52,2019-02,2
53,2019-04,1
54,2019-05,1
55,2019-06,1
56,2019-07,3
57,2019-08,5
58,2019-09,5
59,2019-10,2
60,2019-11,3
61,2019-12,5
62,2019-13,2
63,2019-14,5
64,2019-15,7
65,2019-16,7
66,2019-17,12
67,2019-18,12
68,2019-19,13
69,2019-20,18
70,2019-21,28
71,2019-22,42
72,2019-23,75
73,2019-24,118
74,2019-25,194
75,2019-26,281
76,2019-27,414
77,2019-28,574
78,2019-29,711
79,2019-30,1153
80,2019-31,1138
81,2019-32,1459
82,2019-33,1318
83,2019-34,1207
84,2019-35,1199
85,2019-36,1134
86,2019-37,1060
87,2019-38,961
88,2019-39,715
89,2019-40,740
90,2019-41,661
91,2019-42,586
92,2019-43,469
93,2019-44,394
94,2019-45,330
95,2019-46,203
96,2019-47,183
97,2019-48,121
98,2019-49,143
99,2019-50,118
100,2019-51,115
101,2019-52,101
102,2020-01,119
103,2020-02,73
104,2020-03,92
105,2020-04,48
106,2020-05,60
107,2020-06,39
108,2020-07,84
109,2020-08,67
110,2020-09,42
111,2020-10,55
112,2020-11,30
113,2020-12,14
114,2020-13,15
115,2020-14,10
116,2020-15,3
117,2020-16,2
118,2020-17,1
119,2020-18,6
120,2020-19,7
121,2020-20,5
122,2020-21,6
123,2020-22,4
124,2020-23,3
125,2020-24,5
126,2020-25,3
127,2020-26,4
128,2020-28,5
129,2020-29,6
130,2020-30,7
131,2020-31,5
132,2020-32,5
133,2020-33,5
134,2020-34,3
135,2020-35,2
136,2020-36,4
137,2020-37,1
138,2020-39,3
139,2020-40,5
140,2020-41,2
141,2020-42,4
142,2020-43,7
143,2020-44,2
144,2020-46,5
145,2020-47,2
146,2020-48,1
147,2020-49,2
148,2020-52,2
149,2020-53,2
150,2021-01,1
151,2021-02,1
152,2021-07,1
153,2021-12,1
154,2021-33,1
155,2021-34,1
156,2021-45,1
157,2021-50,1
158,2022-01,1
159,2022-09,1
160,2022-13,3
161,2022-14,1
162,2022-18,1
163,2022-21,1
164,2022-45,1
