,ID_MUNICIP,"(0, 4]","(14, 19]","(19, 29]","(29, 39]","(39, 49]","(4, 9]","(49, 59]","(59, 69]","(69, 79]","(79, 120]","(9, 14]",TOTAL
18,130160,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19,130185,4.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
20,130190,51.0,27.0,22.0,9.0,8.0,8.0,3.0,1.0,0.0,0.0,11.0,140.0
21,130200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,130220,24.0,7.0,7.0,5.0,6.0,3.0,2.0,0.0,0.0,0.0,3.0,57.0
23,130230,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
24,130240,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
25,130250,327.0,142.0,223.0,80.0,31.0,39.0,15.0,3.0,0.0,0.0,33.0,893.0
26,130255,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0
27,130260,2021.0,1551.0,1845.0,753.0,326.0,310.0,126.0,12.0,4.0,0.0,352.0,7300.0
28,130270,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,130290,12.0,0.0,6.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,29.0
30,130300,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
31,130310,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
32,130320,11.0,0.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,26.0
33,130330,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
34,130340,1.0,5.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,17.0
35,130353,6.0,2.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0
36,130356,16.0,2.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,26.0
37,130380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,130406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,130410,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
40,130420,16.0,10.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,37.0
41,130423,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
42,130430,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
43,140002,17.0,9.0,12.0,4.0,4.0,22.0,3.0,0.0,0.0,1.0,19.0,91.0
44,140010,117.0,12.0,15.0,10.0,6.0,24.0,0.0,0.0,0.0,0.0,12.0,196.0
45,140017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
46,140020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47,140030,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48,140045,28.0,2.0,8.0,3.0,1.0,13.0,0.0,0.0,0.0,0.0,3.0,58.0
49,140047,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
50,140050,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
51,150010,32.0,45.0,49.0,31.0,15.0,7.0,5.0,0.0,0.0,0.0,16.0,200.0
52,150020,4.0,10.0,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,32.0
53,150030,20.0,22.0,55.0,13.0,7.0,8.0,1.0,0.0,0.0,0.0,8.0,134.0
54,150040,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55,150070,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
56,150080,157.0,194.0,349.0,129.0,53.0,40.0,15.0,2.0,1.0,0.0,41.0,981.0
57,150090,19.0,11.0,34.0,11.0,3.0,3.0,5.0,1.0,0.0,1.0,4.0,92.0
58,150095,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59,150110,30.0,16.0,8.0,7.0,2.0,5.0,1.0,0.0,0.0,0.0,9.0,78.0
60,150130,14.0,10.0,14.0,4.0,5.0,11.0,3.0,1.0,0.0,0.0,3.0,65.0
61,150140,370.0,355.0,413.0,164.0,46.0,78.0,25.0,3.0,0.0,0.0,89.0,1543.0
62,150150,9.0,14.0,22.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,53.0
63,150160,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
64,150170,13.0,11.0,16.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,54.0
65,150175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
66,150180,76.0,36.0,33.0,14.0,10.0,12.0,5.0,0.0,0.0,0.0,11.0,197.0
67,150200,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
68,150210,18.0,34.0,42.0,22.0,5.0,5.0,0.0,1.0,0.0,0.0,8.0,135.0
69,150215,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
