,DATA_EPI,CASO
0,2007-23,1
1,2011-12,1
2,2011-13,1
3,2011-21,1
4,2014-36,1
5,2014-37,1
6,2014-42,1
7,2018-24,4
8,2018-25,1
9,2018-26,8
10,2018-27,2
11,2018-28,2
12,2019-10,1
13,2019-30,2
14,2019-31,2
15,2019-32,1
16,2019-33,2
17,2019-34,4
18,2019-35,3
19,2019-37,4
20,2019-38,1
21,2019-39,5
22,2019-40,7
23,2019-41,3
24,2019-42,7
25,2019-43,10
26,2019-44,10
27,2019-45,9
28,2019-46,11
29,2019-47,14
30,2019-48,7
31,2019-49,5
32,2019-50,7
33,2019-51,6
34,2019-52,4
35,2020-01,16
36,2020-02,19
37,2020-03,50
38,2020-04,30
39,2020-05,57
40,2020-06,39
41,2020-07,82
42,2020-08,55
43,2020-09,65
44,2020-10,84
45,2020-11,62
46,2020-12,28
47,2020-13,12
48,2020-14,4
49,2020-15,4
50,2020-16,1
51,2020-17,1
52,2020-20,1
53,2020-22,1
54,2020-25,1
55,2020-26,2
56,2020-33,1
57,2020-35,1
58,2020-40,3
59,2020-45,2
60,2021-22,1
61,2021-46,2
62,2022-16,1
63,2022-17,1
