,ID_MN_RESI,CASO,CASO_VAC,CASO_N_VAC,CASO_IGN,COV_1,E_COV_1,COV_2,E_COV_2
156,352690.0,54,30.0,19.0,5.0,0.9633911368015414,0.02555627571465065,0.9557418026760772,0.027987897283025358
157,352710.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
158,352720.0,11,7.0,2.0,2.0,0.9846827133479212,0.03702906399241351,0.9744214372716201,0.047600897486888866
159,352730.0,9,7.0,2.0,0.0,0.9803921568627451,0.04621612948931681,0.9803921568627451,0.04621612948931681
160,352740.0,2,1.0,0.0,1.0,1.0,0.0,0.977198697068404,0.10554952277537227
161,352760.0,3,2.0,1.0,0.0,0.9661835748792271,0.10435975359755005,0.9661835748792271,0.10435975359755005
162,352780.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
163,352840.0,9,7.0,1.0,1.0,0.9913258983890954,0.03091001558673227,0.9861932938856016,0.03889598805456683
164,352850.0,101,50.0,46.0,5.0,0.9446925455170045,0.022744499925203734,0.939261114589856,0.023766536339921426
165,352890.0,2,1.0,1.0,0.0,0.9345794392523366,0.1748438031202776,0.9345794392523366,0.1748438031202776
166,352900.0,33,26.0,7.0,0.0,0.9815024537561345,0.023455558898415097,0.9815024537561345,0.023455558898415097
167,352930.0,3,3.0,0.0,0.0,1.0,0.0,1.0,0.0
168,352940.0,322,62.0,144.0,116.0,0.9464057847724372,0.012550751050465426,0.8945877441479052,0.017113115830900683
169,352960.0,2,1.0,1.0,0.0,0.9345794392523366,0.1748438031202776,0.9345794392523366,0.1748438031202776
170,353010.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
171,353030.0,15,14.0,0.0,1.0,1.0,0.0,0.9975920192638459,0.012654860370435858
172,353040.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
173,353050.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
174,353060.0,174,59.0,68.0,47.0,0.9570241964608162,0.015374423426128617,0.9279568078285811,0.019601338599781422
