,Municipio,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 29 anos,30 a 39 anos,40 a 49 anos,50 a 59 anos,60 a 69 anos,70 a 79 anos,80 anos e mais,Total
376,171190,1348,1261,1259,1278,2453,2257,1848,1181,647,315,142,13989
377,171195,555,503,402,343,786,556,481,347,265,155,77,4470
378,171200,279,267,271,288,514,401,441,302,255,130,51,3199
379,171215,174,174,167,145,272,260,293,236,146,83,34,1984
380,171240,352,335,283,260,640,505,409,396,329,142,76,3727
381,171245,311,283,251,245,473,472,441,321,213,126,64,3200
382,171250,450,437,413,419,909,781,722,601,377,165,58,5332
383,171270,318,287,256,243,582,392,317,193,98,59,28,2773
384,171280,323,317,282,251,553,503,452,361,225,134,69,3470
385,171320,1352,1343,1371,1521,3137,2519,2186,1770,1323,712,394,17628
386,171330,921,929,954,1041,2162,2005,1936,1456,1116,679,352,13551
387,171360,724,701,620,511,1301,1026,1147,904,697,376,175,8182
388,171370,157,154,140,163,349,329,368,304,192,111,44,2311
389,171380,605,578,545,518,1205,1182,847,599,377,243,131,6830
390,171395,331,321,317,313,583,482,480,360,238,129,69,3623
391,171420,729,728,688,608,1549,1442,1198,972,690,426,226,9256
392,171430,299,289,276,265,525,573,548,396,302,193,106,3772
393,171488,1070,1027,1015,992,1954,1880,1583,1141,737,419,196,12014
394,171500,303,303,291,285,651,599,635,523,381,242,135,4348
395,171510,360,368,345,338,718,642,519,482,366,217,95,4450
396,171515,158,160,160,151,357,366,368,281,181,105,45,2332
397,171525,282,253,221,243,480,387,359,253,156,96,38,2768
398,171550,98,91,82,85,193,147,152,107,88,55,26,1124
399,171570,600,569,478,459,1097,895,867,623,385,188,73,6234
400,171575,501,521,536,573,1202,1199,1148,942,594,329,149,7694
401,171610,3557,3711,4142,4415,8975,8938,7351,5490,3368,1770,804,52521
402,171620,950,888,789,749,1774,1601,1320,1035,710,407,203,10426
403,171630,371,377,368,346,834,759,654,545,370,183,78,4885
404,171650,1090,1064,1078,1122,2615,2510,2047,1159,704,372,203,13964
405,171660,920,881,804,798,2027,1780,1852,1371,898,473,192,11996
406,171665,405,394,371,432,921,767,817,691,405,234,109,5546
407,171670,544,535,525,543,1323,1195,1200,999,666,375,173,8078
408,171700,370,380,365,333,626,631,595,514,335,191,74,4414
409,171720,208,197,179,206,434,419,471,413,280,181,50,3038
410,171750,612,596,581,578,1262,1100,1053,910,627,339,172,7830
411,171780,369,378,333,278,717,641,603,529,390,230,118,4586
412,171790,745,708,646,615,1354,1252,1051,880,519,283,139,8192
413,171800,282,265,226,215,607,461,398,309,239,137,61,3200
414,171820,4035,4066,4300,4492,9147,8792,7303,5220,3405,1881,977,53618
415,171830,911,844,743,768,1551,1267,989,634,457,279,120,8563
416,171840,258,261,264,304,595,523,509,406,283,176,89,3668
417,171845,249,233,238,246,481,379,368,294,152,73,33,2746
418,171850,476,428,371,396,770,611,495,392,240,145,65,4389
419,171855,430,394,342,317,733,686,637,500,376,206,102,4723
420,171865,199,183,162,216,450,361,279,157,95,72,37,2211
421,171870,235,217,200,210,453,407,445,346,223,96,47,2879
422,171875,522,508,454,450,1074,953,802,729,526,325,155,6498
423,171880,504,462,401,434,986,734,556,381,223,120,75,4876
424,171884,263,254,244,243,508,447,520,427,270,144,51,3371
425,171886,682,660,634,659,1470,1214,918,688,442,224,87,7678
426,171888,318,301,274,255,552,478,468,394,281,147,69,3537
427,171889,216,196,169,195,387,313,370,280,171,85,25,2407
428,171890,457,428,343,328,782,686,661,534,354,196,95,4864
429,171900,280,290,272,203,489,416,341,311,196,77,53,2928
430,172000,201,191,188,206,428,397,336,275,156,97,55,2530
431,172010,588,528,464,441,1001,866,685,410,250,155,69,5457
432,172015,168,167,143,123,280,238,177,138,102,45,29,1610
433,172020,1200,1105,1030,1124,2205,1909,1511,1041,687,429,204,12445
434,172025,264,259,241,239,588,490,392,302,189,98,44,3106
435,172030,461,442,426,429,823,738,627,430,312,143,67,4898
436,172049,299,293,239,221,616,528,507,473,343,226,103,3848
437,172065,446,431,382,327,850,760,702,582,469,330,173,5452
438,172080,747,723,692,707,1441,1475,1135,840,649,359,197,8965
439,172085,163,149,133,173,350,272,314,180,148,95,30,2007
440,172090,1242,1217,1188,1329,2858,2633,2349,1798,1264,734,354,16966
441,172093,206,193,162,159,379,330,283,193,154,79,45,2183
442,172097,192,185,172,210,495,434,416,365,207,109,46,2831
443,172100,23202,23248,28340,32245,59909,55165,41759,25560,14753,6786,2382,313349
444,172110,905,833,781,744,1382,1024,757,593,367,193,109,7688
445,172120,1890,1885,1909,1833,3783,3634,2816,2188,1533,835,514,22820
446,172125,173,158,148,147,344,320,279,192,114,54,23,1952
447,172130,220,218,170,165,506,372,407,350,218,108,51,2785
448,172208,903,885,862,961,1956,1838,1731,1165,776,481,225,11783
449,172210,871,883,865,834,2022,1899,1554,1223,719,387,243,11500
450,210005,9101,9069,10220,11371,21291,18385,14223,9634,5983,3135,1371,113783
451,210010,716,685,739,721,1182,914,683,481,300,141,69,6631
452,210015,1121,1081,1097,1140,2214,2128,1570,1057,637,448,238,12731
453,210020,1870,1809,1897,1872,3550,3639,2849,2134,1370,745,391,22126
454,210030,2933,2771,2938,2759,4674,3984,2742,1908,1232,714,324,26979
455,210040,642,611,635,755,1504,1241,1073,869,512,268,140,8250
456,210043,2471,2493,2844,2876,4944,4507,3298,2148,1418,702,365,28066
457,210047,3161,3000,2999,3054,5740,4604,3517,2349,1776,1207,560,31967
458,210050,1007,984,980,989,2026,1690,1228,983,775,383,188,11233
459,210055,732,663,678,774,1299,1002,734,511,334,232,88,7047
460,210060,4657,4335,4381,4337,7143,5671,4445,2980,2117,1319,632,42017
461,210070,2110,2089,2235,2259,4725,4505,3607,2415,1667,974,584,27170
462,210080,1499,1422,1501,1673,3059,2482,1785,1228,770,417,218,16054
463,210083,1483,1410,1439,1664,3638,2976,1988,1405,903,445,231,17582
464,210087,1634,1511,1453,1439,2927,2531,1886,1099,662,364,169,15675
465,210090,4228,4076,4101,4156,8342,7515,5745,3864,2601,1593,874,47095
466,210095,3465,3232,3268,3492,6140,4864,3421,2251,1439,854,399,32825
467,210100,2279,2322,2584,2691,5227,4979,3779,2676,1900,997,580,30014
468,210110,1016,1001,1055,1126,2095,2003,1568,977,701,427,265,12234
469,210120,8154,8188,9239,9808,17731,16648,13499,9428,6557,3779,2063,105094
470,210125,1551,1507,1610,1711,3303,3044,1938,1276,849,437,220,17446
471,210130,1519,1489,1494,1598,3602,3086,2105,1576,1123,687,447,18726
472,210135,487,446,441,489,954,899,712,512,362,235,159,5696
473,210140,8345,8023,8974,10183,19722,16299,11356,7012,4118,1969,950,96951
474,210150,1207,1243,1439,1678,3321,3378,2450,1857,1281,755,417,19026
475,210160,7540,7526,7914,7802,15772,13340,10612,7983,5318,3378,1710,88895
476,210170,6978,6469,6477,6573,11788,9673,6604,4284,2790,1478,777,63891
477,210173,1024,898,837,814,1484,975,627,443,278,132,74,7586
478,210177,1043,992,1051,1118,2012,1721,1325,897,629,358,201,11347
479,210180,373,389,419,404,958,862,705,689,433,249,162,5643
480,210190,1594,1602,1684,1624,3258,3533,2836,2106,1524,1012,544,21317
481,210193,486,480,479,461,1022,935,843,585,371,291,149,6102
482,210197,950,857,824,905,1686,1132,867,640,374,186,73,8494
483,210200,4155,3969,4053,3997,7388,6060,4741,3344,2236,1405,662,42010
484,210203,3662,3416,3733,3925,6806,5840,3621,2089,1188,621,194,35095
485,210207,1523,1441,1471,1521,2969,2779,2111,1257,824,463,219,16578
486,210210,3616,3478,3697,3659,6115,5560,3996,2764,2087,1252,676,36900
487,210215,881,861,852,927,1698,1282,1000,692,385,186,77,8841
488,210220,3114,2928,2938,2880,5154,4023,2881,2060,1572,886,480,28916
489,210230,2105,2089,2146,2080,4078,3361,2760,2210,1624,1032,508,23993
490,210232,7768,7379,7779,8170,14015,10606,7291,4714,3232,1921,720,73595
491,210235,1442,1391,1372,1363,2702,2211,1884,1283,983,582,290,15503
492,210237,1016,960,947,991,1845,1289,967,699,462,236,112,9524
493,210240,1060,1023,1063,993,1876,1866,1289,901,591,377,216,11255
494,210250,1931,1747,1733,1943,3738,3053,2175,1393,1030,512,266,19521
495,210255,1228,1192,1282,1453,2702,2332,1777,1176,728,455,205,14530
496,210260,1919,1818,1913,1947,3708,3280,2261,1689,978,585,278,20376
497,210270,1929,1848,1876,2153,4218,3519,2727,1935,1109,578,344,22236
498,210275,888,890,956,909,1837,1609,1286,1004,791,496,271,10937
499,210280,1846,1864,1950,2017,4223,3650,2983,2331,1683,1015,589,24151
500,210290,2338,2227,2281,2326,4662,3889,2686,1724,1068,571,323,24095
501,210300,12962,13044,14670,15423,27700,25793,20647,15351,10808,6233,3528,166159
502,210310,764,770,832,896,1708,1704,1575,1125,699,392,246,10711
503,210312,877,843,833,821,1531,1240,1001,707,491,297,165,8806
504,210315,1434,1267,1331,1539,2778,2515,1461,788,426,243,94,13876
505,210317,2506,2182,2162,2492,4503,3519,2288,1257,654,369,124,22056
506,210320,7669,7446,7873,7719,14498,12680,8853,6088,4215,2431,1233,80705
507,210325,1359,1306,1343,1395,2525,2307,1751,1197,909,518,245,14855
508,210330,10819,10684,11589,11231,20645,18576,13868,10453,7796,4983,2724,123368
509,210340,4520,4492,4902,4726,8308,7126,5442,4320,3280,1795,893,49804
510,210350,3488,3504,3841,3899,7890,6279,4754,3414,2369,1320,685,41443
511,210355,1928,1758,1752,1797,3017,2237,1724,1022,776,374,174,16559
512,210360,5704,5611,6005,6287,11458,9892,7697,5707,3858,2346,1223,65788
513,210370,2388,2354,2405,2761,5466,4928,4296,3359,2380,1393,829,32559
514,210375,1108,1082,1145,1276,2397,1967,1426,984,754,504,280,12923
515,210380,1770,1813,2002,2046,4078,3615,3046,2236,1390,894,503,23393
516,210390,1137,1074,1097,1189,2084,1569,1252,975,574,333,167,11451
517,210400,1354,1357,1466,1425,2816,2508,2077,1670,1198,716,384,16971
518,210405,3439,3386,3933,4045,8039,8020,5835,3336,1812,877,375,43097
519,210407,762,731,679,708,1547,1200,1099,797,533,306,144,8506
520,210408,1180,1098,1117,1150,2081,1418,1060,692,435,220,108,10559
521,210409,1633,1572,1629,1913,4313,3097,2231,1402,902,509,224,19425
522,210410,1016,1013,1099,1196,2419,1983,1507,1084,708,438,199,12662
523,210420,1583,1572,1643,1597,3037,2433,2045,1564,1191,768,379,17812
524,210430,1041,1021,1038,1065,2398,2199,1445,1058,488,253,98,12104
525,210440,1482,1455,1552,1584,3046,2685,2149,1680,1206,713,401,17953
526,210450,910,878,978,982,1821,1712,1307,966,724,434,219,10931
527,210455,1581,1555,1678,1800,3459,3030,2218,1582,1042,541,254,18740
528,210460,1300,1277,1358,1325,2501,2131,1694,1250,971,584,312,14703
529,210462,647,622,653,734,1446,1159,973,672,523,287,162,7878
530,210465,1013,968,988,1027,1926,1465,1109,737,477,279,132,10121
531,210467,2559,2474,2595,2747,4772,3544,2525,1824,1332,786,344,25502
532,210470,464,463,509,503,994,968,837,623,462,294,144,6261
533,210480,6926,6639,7025,7023,13366,11108,7640,5257,3102,1740,866,70692
534,210490,860,886,922,925,1841,1906,1585,1230,889,563,359,11966
535,210500,3347,3070,2961,3071,5285,3882,2944,2036,1329,791,427,29143
536,210510,2813,2630,2509,2570,5309,4065,2991,2006,1313,771,446,27423
537,210515,1493,1402,1491,1452,2591,2290,1479,960,682,416,214,14470
538,210520,833,851,931,917,1842,1820,1498,1184,833,486,258,11453
539,210530,17166,17859,21537,23867,46124,43762,35686,24678,16221,8743,4337,259980
540,210535,1749,1636,1642,1591,3052,2413,1649,1111,692,440,183,16158
541,210540,6321,6114,6413,6351,12429,11071,8091,5664,3789,1967,1023,69233
542,210542,2134,2129,2313,2510,4573,3698,3237,2509,1688,948,395,26134
543,210545,1015,983,968,908,1875,1519,1206,833,603,377,177,10464
544,210547,1948,1766,1712,1684,3231,2474,1831,1016,682,493,286,17123
545,210550,1917,1881,1947,2155,4184,3682,2893,2123,1506,922,467,23677
546,210560,1397,1368,1459,1463,2741,2417,1947,1466,1061,614,295,16228
547,210565,391,380,394,433,828,621,489,332,252,151,63,4334
548,210570,4135,4186,4577,4849,9306,7768,5970,4438,3004,1788,938,50959
549,210580,918,910,963,1022,1917,1651,1312,961,673,363,210,10900
550,210590,1631,1531,1528,1662,2824,2416,1822,1187,932,557,279,16369
551,210592,873,868,974,1108,1992,1823,1371,996,701,392,182,11280
552,210594,661,668,703,693,1481,1302,1135,876,691,393,238,8841
553,210596,1172,1113,1124,1205,2118,1694,1222,884,565,308,129,11534
554,210598,624,607,622,632,1352,1098,999,751,518,292,158,7653
555,210600,871,869,940,1019,1939,1859,1487,1234,874,543,308,11943
556,210610,935,930,1014,1134,2340,1996,1423,1136,726,419,218,12271
557,210620,628,612,646,622,1308,1111,856,561,375,190,107,7016
558,210630,1701,1668,1779,1819,3702,3370,2589,1653,1020,609,318,20228
559,210632,2233,2157,2266,2205,3939,3050,2305,1564,1043,676,335,21773
560,210635,860,814,787,814,1554,1111,948,515,223,100,31,7757
561,210637,1340,1275,1316,1379,3274,3267,2292,1406,735,329,141,16754
562,210640,1737,1639,1720,1736,3073,2717,1714,1222,857,454,253,17122
563,210650,1992,1940,2104,2096,3967,3789,2909,2115,1447,772,460,23591
564,210660,3439,3252,3258,3259,5714,4852,3831,2749,1915,1211,619,34099
565,210663,1494,1386,1401,1803,3738,2804,2079,1272,819,370,150,17316
566,210667,934,847,817,887,1574,1191,861,537,448,267,139,8502
567,210670,1828,1829,1880,1966,3984,3015,2395,1812,1286,701,349,21045
568,210675,2195,2177,2387,2643,5674,5390,3801,2238,1515,767,334,29121
569,210680,1226,1202,1259,1344,2492,2324,1999,1423,916,547,327,15059
570,210690,3533,3255,3191,3330,6470,5060,3523,2527,1717,875,407,33888
571,210700,754,742,762,810,1569,1251,1178,866,573,361,198,9064
572,210710,1993,1896,1915,2006,3819,2788,2128,1375,951,549,288,19708
573,210720,1614,1554,1570,1576,2922,2157,1404,1031,582,297,119,14826
574,210725,510,487,471,486,961,774,605,472,331,245,127,5469
575,210730,359,366,407,408,748,671,543,439,394,226,121,4682
576,210735,1814,1755,1868,2052,3854,3649,2483,1635,1134,665,319,21228
577,210740,1406,1423,1540,1677,3461,3028,2548,1932,1332,808,461,19616
578,210745,1285,1244,1367,1493,2660,2573,1647,1228,784,442,245,14968
579,210750,8187,8451,10263,11764,22927,22448,17816,11700,7281,3135,1293,125265
580,210760,1688,1679,1802,1756,3228,3257,2391,1789,1223,658,369,19840
581,210770,1577,1640,1762,1746,3807,3406,2655,2115,1503,920,440,21571
582,210780,3157,3039,3147,3169,5770,5213,4147,3045,2280,1434,707,35108
583,210790,1661,1642,1744,1695,3343,2795,2235,1741,1298,692,407,19253
584,210800,1693,1700,1789,1733,3468,2928,2266,1772,1177,764,403,19693
585,210805,1824,1682,1708,1702,3137,2281,1546,1165,647,388,215,16295
586,210810,1924,1871,1952,2086,3896,3093,2334,1734,1163,691,348,21092
587,210820,2855,2951,3442,3356,6255,5945,5194,3811,2672,1715,957,39153
588,210825,2907,2642,2646,2639,4493,3783,2637,1786,1083,636,308,25560
589,210830,3759,3635,3709,3942,7364,5787,4246,2870,1928,1144,603,38987
590,210840,1111,1086,1214,1220,2427,2375,1912,1413,856,509,248,14371
591,210845,2272,2129,2259,2390,4044,3402,2608,1915,1346,769,396,23530
592,210850,2931,2908,3166,3154,5582,5008,3852,2635,2056,1180,714,33186
593,210860,6207,6391,7209,7585,14072,13892,10830,7777,5355,3082,1760,84160
594,210870,1868,1884,2014,1961,3727,3002,2445,1812,1279,828,454,21274
595,210880,1906,1805,1822,1868,3466,2639,1984,1435,992,563,334,18814
596,210890,1243,1270,1404,1403,2634,2744,2305,1757,1333,802,426,17321
597,210900,1819,1880,2078,2161,4515,3977,3188,2154,1339,740,443,24294
598,210905,414,417,445,460,815,872,817,669,529,319,179,5936
599,210910,3512,3588,4079,4197,8538,8042,6243,4445,3057,1662,901,48264
600,210920,1388,1323,1343,1396,2544,1879,1250,824,531,296,165,12939
601,210923,615,593,613,698,1311,1135,831,572,402,229,125,7124
602,210927,1938,1811,1878,2001,3511,2815,1973,1375,975,619,321,19217
603,210930,1195,1164,1197,1148,2116,1483,1119,827,569,331,179,11328
604,210940,1641,1555,1520,1583,2863,2132,1714,1105,731,465,236,15545
605,210945,2633,2546,2794,3167,5988,5094,4241,2553,1516,731,323,31586
606,210950,1704,1670,1636,1647,3482,2972,2658,1912,1347,830,430,20288
607,210955,677,650,671,699,1356,1170,968,749,498,289,132,7859
608,210960,3516,3460,3749,3910,7864,7353,5073,3751,2529,1307,731,43243
609,210970,459,464,454,433,1019,760,645,600,429,274,149,5686
610,210975,779,740,737,722,1460,1136,923,626,421,232,102,7878
611,210980,3916,3790,3982,4200,7651,7132,4942,3113,2200,1217,686,42829
612,210990,7127,7172,8072,8605,15525,14129,11610,7632,5296,3075,1684,89927
613,211000,7271,6863,6967,7187,12783,10704,8059,5555,4059,2439,1218,73105
614,211003,2233,2145,2289,2447,4681,4360,2866,1896,1364,817,389,25487
615,211010,2428,2343,2428,2532,4593,3847,2870,2121,1426,845,451,25884
616,211020,3171,3083,3330,3536,7094,6701,4933,3091,1996,1169,628,38732
617,211023,1260,1162,1145,1325,2698,2295,1516,933,704,437,229,13704
618,211027,1772,1691,1665,1680,3146,2519,1586,980,650,355,175,16219
619,211030,1078,1082,1153,1240,2479,2277,1953,1376,999,586,293,14516
620,211040,2077,1975,1980,1892,3353,2451,1769,1284,1002,632,354,18769
621,211050,3258,3309,3624,3794,7849,8331,6390,4360,2778,1456,840,45989
622,211060,2771,2597,2658,2649,5065,4581,3266,2255,1510,933,540,28825
623,211065,679,661,687,732,1358,1036,835,685,426,235,114,7448
624,211070,2771,2788,2946,3086,6231,5067,4253,3140,2098,1353,658,34391
625,211080,335,339,367,333,740,692,559,487,350,220,118,4540
626,211085,1084,1064,1086,1108,2131,1830,1519,958,676,419,207,12082
627,211090,933,941,964,1010,2131,1811,1495,1187,908,558,288,12226
628,211100,1691,1651,1711,1741,3476,3353,2731,1897,1276,773,436,20736
629,211102,1763,1602,1567,1738,3109,2321,1646,959,598,323,142,15768
630,211105,894,875,906,911,1944,1690,1392,1094,748,510,243,11207
631,211107,1950,1836,1822,1823,3040,2414,2038,1489,1240,716,378,18746
632,211110,1804,1883,2133,2070,4265,4013,3263,2677,2005,1210,740,26063
633,211120,12384,12703,15118,16991,34128,31500,24454,17036,9433,4455,2143,180345
634,211125,635,627,654,639,1313,1051,954,700,541,347,178,7639
635,211130,62880,68313,89251,99400,189342,199108,162674,115913,74643,36872,17536,1115932
636,211140,1623,1598,1656,1736,3249,2731,2248,1620,1146,674,319,18600
637,211150,3586,3586,3807,3670,7220,6171,4857,3774,2664,1566,849,41750
638,211153,1227,1178,1207,1205,2318,2037,1460,940,656,379,172,12779
639,211157,378,379,390,412,891,718,575,438,290,165,64,4700
640,211160,1508,1534,1648,1680,3541,3030,2099,1788,1167,700,395,19090
641,211163,465,443,446,459,959,800,574,402,280,143,57,5028
642,211167,681,639,655,602,1303,1126,915,481,249,143,62,6856
643,211170,1820,1813,1936,1964,3937,3775,2737,2042,1266,719,443,22452
644,211172,1491,1402,1413,1518,2708,2216,1555,915,562,325,169,14274
645,211174,1075,1039,1088,1105,2084,1641,1183,879,609,384,198,11285
646,211176,1182,1180,1240,1262,2326,2030,1656,1199,934,617,355,13981
647,211178,1054,978,962,1043,1808,1412,1168,830,613,317,158,10343
648,211180,1541,1524,1542,1473,3348,2862,2363,1730,1000,574,280,18237
649,211190,883,869,917,941,1836,1505,1199,1070,755,417,239,10631
650,211195,432,450,480,460,986,756,686,589,424,274,155,5692
651,211200,900,835,841,841,1688,1270,845,611,476,228,107,8642
652,211210,2628,2567,2699,2715,5205,4395,3203,2477,1760,1016,576,29241
653,211220,12360,12470,14386,16296,30354,27745,22929,15789,10436,5601,2951,171317
654,211223,1716,1742,1967,1917,3581,3617,2897,2056,1385,850,495,22223
655,211227,659,606,574,609,984,781,628,420,299,204,104,5868
